gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,points,contestedShots,contestedShots2pt,contestedShots3pt,deflections,chargesDrawn,screenAssists,screenAssistPoints,looseBallsRecoveredOffensive,looseBallsRecoveredDefensive,looseBallsRecoveredTotal,offensiveBoxOuts,defensiveBoxOuts,boxOutPlayerTeamRebounds,boxOutPlayerRebounds,boxOuts
22400061,1610612738,Boston,Celtics,BOS,celtics,240.000000:00,132,33,19,14,16,0,13,35,1,0,1,1,3,4,1,4
22400061,1610612752,New York,Knicks,NYK,knicks,240.000000:00,109,43,17,26,13,1,15,33,2,2,4,2,4,6,5,6
22400062,1610612747,Los Angeles,Lakers,LAL,lakers,240.000000:00,110,39,18,21,14,1,6,14,1,2,3,0,7,7,3,7
22400062,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,103,40,30,10,14,0,6,13,3,2,5,1,3,4,3,4
22400071,1610612746,LA,Clippers,LAC,clippers,265.000000:00,113,20,12,8,23,0,11,26,2,0,2,0,2,2,1,2
22400071,1610612756,Phoenix,Suns,PHX,suns,265.000000:00,116,43,28,15,12,0,7,17,1,3,4,1,4,5,3,5
22400070,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,124,32,17,15,8,1,9,22,4,2,6,1,5,6,5,6
22400070,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,126,34,23,11,18,0,5,13,2,2,4,2,3,5,5,5
22400068,1610612745,Houston,Rockets,HOU,rockets,240.000000:00,105,32,20,12,16,0,15,35,6,2,8,0,8,8,6,8
22400068,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,110,45,31,14,8,0,16,38,2,3,5,2,5,7,3,7
22400069,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,123,28,17,11,23,1,15,36,3,2,5,0,0,0,0,0
22400069,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,111,26,19,7,10,0,11,22,0,2,2,0,9,9,5,9
22400065,1610612748,Miami,Heat,MIA,heat,240.000000:00,97,27,17,10,9,0,3,8,4,2,6,0,5,4,1,5
22400065,1610612753,Orlando,Magic,ORL,magic,240.000000:00,116,27,19,8,13,1,7,18,3,1,4,1,1,2,1,2
22400072,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,104,15,6,9,12,2,6,13,3,3,6,0,0,0,0,0
22400072,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,140,39,25,14,24,2,7,21,3,3,6,2,5,7,6,7
22400067,1610612761,Toronto,Raptors,TOR,raptors,240.000000:00,106,38,28,10,14,0,10,22,4,1,5,3,5,8,3,8
22400067,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,136,40,28,12,13,1,11,27,6,5,11,0,4,4,1,4
22400064,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,120,44,28,16,21,0,7,17,2,2,4,3,3,6,6,6
22400064,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,116,29,16,13,13,0,7,16,5,4,9,0,2,2,1,2
22400063,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,109,47,30,17,8,0,12,29,3,4,7,4,5,9,7,9
22400063,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,115,46,33,13,18,1,6,13,6,6,12,0,5,4,2,5
22400066,1610612755,Philadelphia,76ers,PHI,sixers,240.000000:00,109,32,15,17,15,0,10,22,0,2,2,1,5,6,1,6
22400066,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,124,52,40,12,12,1,8,20,2,2,4,0,5,5,3,5
22400076,1610612758,Sacramento,Kings,SAC,kings,240.000000:00,115,38,19,19,11,2,6,12,4,3,7,2,3,4,2,5
22400076,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,117,42,28,14,7,0,12,31,1,0,1,1,4,5,4,5
22400074,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,120,38,26,12,21,0,13,32,5,6,11,2,9,11,6,11
22400074,1610612759,San Antonio,Spurs,SAS,spurs,240.000000:00,109,47,30,17,16,0,5,11,5,6,11,1,6,7,3,7
22400073,1610612764,Washington,Wizards,WAS,wizards,240.000000:00,102,39,24,15,11,0,9,20,4,0,4,1,4,5,5,5
22400073,1610612738,Boston,Celtics,BOS,celtics,240.000000:00,122,28,17,11,19,0,9,26,1,1,2,1,2,3,2,3
22400075,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,87,30,21,9,12,0,3,7,3,3,6,2,1,3,3,3
22400075,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,102,37,26,11,16,0,2,4,1,2,3,1,7,7,3,8
22400084,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,86,29,19,10,14,0,7,18,4,2,6,0,2,2,2,2
22400084,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,127,33,18,15,29,1,9,22,4,2,6,1,7,8,4,8
22400086,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,103,42,31,11,12,1,4,8,1,2,3,1,4,5,2,5
22400086,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,105,49,35,14,18,2,2,5,2,3,5,0,3,3,1,3
22400085,1610612747,Los Angeles,Lakers,LAL,lakers,240.000000:00,123,38,21,17,16,1,6,16,4,2,6,0,3,3,1,3
22400085,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,116,31,17,14,16,0,8,20,2,3,5,0,3,3,2,3
22400083,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,122,35,23,12,16,0,14,31,1,1,2,1,2,3,3,3
22400083,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,133,36,21,15,12,0,3,8,2,3,5,1,7,7,2,8
22400082,1610612745,Houston,Rockets,HOU,rockets,240.000000:00,128,35,26,9,24,1,12,32,0,3,3,2,8,10,8,10
22400082,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,108,41,20,21,16,2,6,13,4,2,6,1,3,4,2,4
22400078,1610612761,Toronto,Raptors,TOR,raptors,240.000000:00,115,37,24,13,20,1,5,11,6,2,8,1,9,10,5,10
22400078,1610612755,Philadelphia,76ers,PHI,sixers,240.000000:00,107,23,15,8,23,1,7,17,2,4,6,0,4,4,0,4
22400079,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,125,37,14,23,14,0,7,19,1,5,6,0,5,5,2,5
22400079,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,120,19,12,7,11,0,11,29,2,2,4,1,3,4,2,4
22400080,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,113,43,27,16,20,2,6,14,4,2,6,1,5,6,1,6
22400080,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,101,39,26,13,11,0,14,32,1,1,2,4,3,7,3,7
22400077,1610612753,Orlando,Magic,ORL,magic,240.000000:00,116,37,21,16,14,1,2,5,1,6,7,0,3,3,1,3
22400077,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,101,40,29,11,17,1,11,25,5,2,7,0,6,6,2,6
22400081,1610612752,New York,Knicks,NYK,knicks,240.000000:00,123,32,16,16,19,0,15,37,2,1,3,1,3,4,2,5
22400081,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,98,42,25,17,15,0,3,4,2,3,5,0,4,4,4,4
22400088,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,106,39,29,10,19,0,13,31,7,4,11,8,4,11,7,12
22400088,1610612748,Miami,Heat,MIA,heat,240.000000:00,114,40,22,18,32,1,10,24,8,1,9,2,9,9,4,11
22400095,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,114,33,16,17,8,0,4,11,1,1,2,3,4,7,4,7
22400095,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,102,38,20,18,16,0,18,42,0,1,1,2,3,5,3,5
22400096,1610612747,Los Angeles,Lakers,LAL,lakers,240.000000:00,131,37,17,20,10,0,6,14,0,2,2,1,4,5,4,5
22400096,1610612758,Sacramento,Kings,SAC,kings,240.000000:00,127,44,20,24,22,0,10,22,1,3,4,2,1,3,3,3
22400091,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,95,58,35,23,10,0,2,5,1,0,1,3,2,5,2,5
22400091,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,114,37,20,17,22,1,4,9,2,4,6,0,4,4,1,4
22400094,1610612759,San Antonio,Spurs,SAS,spurs,240.000000:00,109,46,23,23,9,0,4,9,6,1,7,0,9,8,4,9
22400094,1610612745,Houston,Rockets,HOU,rockets,240.000000:00,106,35,29,6,13,0,10,26,1,2,3,1,1,1,1,2
22400092,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,124,37,22,15,14,0,5,12,5,4,9,0,5,5,3,5
22400092,1610612753,Orlando,Magic,ORL,magic,240.000000:00,111,46,26,20,28,1,10,23,1,4,5,2,1,3,2,3
22400093,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,112,29,18,11,17,1,4,10,4,1,5,1,3,4,2,4
22400093,1610612761,Toronto,Raptors,TOR,raptors,240.000000:00,101,27,15,12,20,0,9,20,3,0,3,1,4,5,4,5
22400090,1610612764,Washington,Wizards,WAS,wizards,240.000000:00,116,45,27,18,18,1,7,17,4,0,4,1,1,2,2,2
22400090,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,135,42,28,14,19,0,17,43,2,4,6,1,1,2,1,2
22400089,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,118,49,25,24,9,1,11,27,1,1,2,1,6,7,4,7
22400089,1610612738,Boston,Celtics,BOS,celtics,240.000000:00,124,45,22,23,16,0,10,29,4,1,5,2,6,8,4,8
22400087,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,104,35,24,11,26,0,6,16,0,3,3,0,1,1,0,1
22400087,1610612746,LA,Clippers,LAC,clippers,240.000000:00,109,31,21,10,9,1,7,15,2,2,4,1,3,4,3,4
22400100,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,128,46,27,19,28,1,8,17,4,2,6,1,4,5,3,5
22400100,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,104,50,28,22,20,0,5,11,3,4,7,1,2,3,1,3
22400101,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,104,33,21,12,22,2,12,30,4,4,8,1,1,2,1,2
22400101,1610612746,LA,Clippers,LAC,clippers,240.000000:00,112,22,11,11,19,0,12,26,3,3,6,3,4,7,7,7
22400099,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,125,40,28,12,11,0,6,15,2,3,5,0,1,1,0,1
22400099,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,103,43,30,13,19,0,5,10,2,4,6,1,3,4,2,4
22400097,1610612754,Indiana,Pacers,IND,pacers,265.000000:00,114,29,17,12,16,1,7,16,2,0,2,0,4,4,1,4
22400097,1610612755,Philadelphia,76ers,PHI,sixers,265.000000:00,118,27,14,13,10,1,6,14,4,3,7,1,0,1,1,1
22400098,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,115,30,21,9,16,0,16,39,2,2,4,0,7,7,3,7
22400098,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,102,36,19,17,13,0,3,9,1,1,2,1,1,2,1,2
22400111,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,109,48,36,12,15,0,13,28,3,5,8,2,7,9,1,9
22400111,1610612747,Los Angeles,Lakers,LAL,lakers,240.000000:00,105,48,33,15,15,0,13,31,3,5,8,1,6,6,2,7
22400109,1610612759,San Antonio,Spurs,SAS,spurs,240.000000:00,101,38,23,15,14,1,8,20,2,2,4,0,2,2,2,2
22400109,1610612745,Houston,Rockets,HOU,rockets,240.000000:00,106,39,27,12,13,0,12,31,1,2,3,3,3,6,4,6
22400110,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,110,36,27,9,11,1,6,15,0,2,2,1,0,1,1,1
22400110,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,102,34,25,9,10,0,6,15,2,2,4,0,0,0,0,0
22400107,1610612761,Toronto,Raptors,TOR,raptors,265.000000:00,125,47,33,14,21,3,8,18,0,1,1,1,4,5,3,5
22400107,1610612743,Denver,Nuggets,DEN,nuggets,265.000000:00,127,57,34,23,16,0,5,11,2,2,4,1,4,5,3,5
22400108,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,123,37,24,13,20,0,4,11,6,4,10,1,2,3,0,3
22400108,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,126,45,29,16,18,1,7,18,4,2,6,1,3,4,2,4
22400103,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,119,41,24,17,16,1,6,14,0,0,0,2,2,3,1,4
22400103,1610612764,Washington,Wizards,WAS,wizards,240.000000:00,121,30,17,13,15,0,12,32,0,1,1,1,4,5,4,5
22400106,1610612752,New York,Knicks,NYK,knicks,240.000000:00,104,23,15,8,12,1,5,10,0,1,1,1,0,1,0,1
22400106,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,110,34,27,7,20,0,10,23,0,0,0,0,2,2,2,2
22400105,1610612748,Miami,Heat,MIA,heat,240.000000:00,106,28,16,12,15,0,9,21,1,2,3,0,4,4,0,4
22400105,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,98,26,14,12,14,0,7,17,1,5,6,3,2,4,3,5
22400104,1610612738,Boston,Celtics,BOS,celtics,240.000000:00,119,44,27,17,5,1,13,33,5,2,7,1,7,7,4,8
22400104,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,108,45,24,21,13,0,5,13,4,3,7,1,5,6,6,6
22400102,1610612753,Orlando,Magic,ORL,magic,240.000000:00,119,27,18,9,17,3,7,16,1,2,3,0,1,1,1,1
22400102,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,115,31,18,13,10,2,11,26,3,2,5,2,1,3,3,3
22400112,1610612758,Sacramento,Kings,SAC,kings,240.000000:00,111,27,22,5,20,2,8,19,3,2,5,1,2,3,2,3
22400112,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,98,32,18,14,18,1,6,12,3,3,6,0,2,2,1,2
22400116,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,124,38,31,7,29,2,14,35,6,6,12,2,1,3,2,3
22400116,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,106,32,16,16,13,0,6,12,5,3,8,0,2,2,1,2
22400115,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,96,34,26,8,11,0,5,11,4,0,4,1,2,3,2,3
22400115,1610612758,Sacramento,Kings,SAC,kings,240.000000:00,113,27,20,7,15,1,7,16,2,0,2,0,3,3,2,3
22400113,1610612751,Brooklyn,Nets,BKN,nets,265.000000:00,139,54,40,14,10,0,8,20,2,1,3,0,10,10,5,10
22400113,1610612743,Denver,Nuggets,DEN,nuggets,265.000000:00,144,53,29,24,14,1,7,16,2,6,8,1,2,3,1,3
22400114,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,114,30,18,12,11,0,12,32,1,1,2,1,4,5,3,5
22400114,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,120,20,9,11,15,1,12,28,1,0,1,0,3,3,1,3
22400120,1610612755,Philadelphia,76ers,PHI,sixers,240.000000:00,95,22,13,9,13,1,3,6,0,3,3,0,0,0,0,0
22400120,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,105,32,21,11,7,1,9,23,0,2,2,1,3,3,1,4
22400117,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,138,40,28,12,14,1,14,32,3,2,5,6,5,11,7,11
22400117,1610612761,Toronto,Raptors,TOR,raptors,240.000000:00,133,48,31,17,10,0,10,22,1,2,3,1,4,5,4,5
22400119,1610612754,Indiana,Pacers,IND,pacers,265.000000:00,135,51,20,31,13,0,7,16,3,3,6,0,6,6,2,6
22400119,1610612738,Boston,Celtics,BOS,celtics,265.000000:00,132,47,26,21,19,2,7,16,2,4,6,4,5,9,6,9
22400122,1610612748,Miami,Heat,MIA,heat,240.000000:00,107,25,13,12,11,0,9,22,0,1,1,1,3,4,3,4
22400122,1610612752,New York,Knicks,NYK,knicks,240.000000:00,116,32,19,13,17,0,1,3,0,1,1,0,2,2,1,2
22400118,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,134,42,27,15,19,0,12,28,4,2,6,1,4,5,4,5
22400118,1610612747,Los Angeles,Lakers,LAL,lakers,240.000000:00,110,40,25,15,19,1,9,22,2,0,2,1,4,5,5,5
22400121,1610612764,Washington,Wizards,WAS,wizards,240.000000:00,133,36,22,14,18,0,9,22,0,1,1,1,2,3,2,3
22400121,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,120,26,14,12,9,1,11,28,2,2,4,0,0,0,0,0
22400123,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,102,46,22,24,11,0,11,25,1,0,1,2,5,7,4,7
22400123,1610612753,Orlando,Magic,ORL,magic,240.000000:00,99,39,22,17,12,0,6,16,0,1,1,1,0,1,1,1
22400125,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,105,52,27,25,30,1,7,19,2,8,10,0,5,5,4,5
22400125,1610612759,San Antonio,Spurs,SAS,spurs,240.000000:00,93,57,27,30,10,0,5,12,1,1,2,1,4,5,3,5
22400126,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,104,40,29,11,18,3,10,28,1,0,1,0,2,2,1,2
22400126,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,89,26,19,7,20,0,2,6,0,1,1,2,6,8,4,8
22400127,1610612746,LA,Clippers,LAC,clippers,240.000000:00,105,38,22,16,29,0,10,23,3,1,4,1,4,5,4,5
22400127,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,106,30,14,16,16,0,9,23,2,1,3,3,3,6,1,6
22400124,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,106,30,10,20,16,2,0,0,4,4,8,1,1,2,2,2
22400124,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,119,23,15,8,15,1,4,8,3,2,5,0,3,3,0,3
22400129,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,102,40,26,14,18,1,14,30,2,4,6,2,6,7,3,8
22400129,1610612745,Houston,Rockets,HOU,rockets,240.000000:00,108,34,22,12,6,0,10,25,4,3,7,4,8,12,6,12
22400128,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,122,48,28,20,12,0,5,12,3,4,7,2,13,15,6,15
22400128,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,99,33,20,13,26,0,9,21,3,1,4,0,3,3,1,3
22400131,1610612746,LA,Clippers,LAC,clippers,240.000000:00,119,35,24,11,14,0,16,37,2,3,5,0,5,4,1,5
22400131,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,125,38,23,15,13,0,11,27,1,1,2,2,1,3,2,3
22400130,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,88,34,20,14,10,0,5,10,4,1,5,1,4,5,4,5
22400130,1610612759,San Antonio,Spurs,SAS,spurs,240.000000:00,106,33,24,9,22,0,8,18,4,5,9,0,1,1,0,1
22400139,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,119,49,31,18,14,0,4,11,1,1,2,0,0,0,0,0
22400139,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,116,31,14,17,14,1,6,14,1,0,1,4,1,5,4,5
22400140,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,114,27,10,17,13,1,6,15,2,1,3,3,0,3,2,3
22400140,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,137,31,23,8,21,0,11,28,2,1,3,0,4,4,3,4
22400137,1610612761,Toronto,Raptors,TOR,raptors,240.000000:00,125,31,19,12,11,1,20,43,1,3,4,0,5,5,3,5
22400137,1610612747,Los Angeles,Lakers,LAL,lakers,240.000000:00,131,29,14,15,9,0,8,20,2,3,5,0,3,3,1,3
22400135,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,115,41,28,13,14,2,4,10,2,3,5,0,2,2,2,2
22400135,1610612758,Sacramento,Kings,SAC,kings,240.000000:00,123,40,22,18,22,0,15,34,1,3,4,2,9,11,6,11
22400132,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,109,37,24,13,16,0,19,46,1,4,5,1,8,9,6,9
22400132,1610612738,Boston,Celtics,BOS,celtics,240.000000:00,124,37,22,15,13,0,7,15,5,3,8,3,7,9,2,10
22400138,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,125,26,18,8,13,0,7,16,0,1,1,3,4,6,4,7
22400138,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,118,34,22,12,11,0,5,11,2,1,3,0,4,4,3,4
22400133,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,120,29,21,8,4,0,12,27,0,2,2,1,6,7,5,7
22400133,1610612753,Orlando,Magic,ORL,magic,240.000000:00,109,41,23,18,9,0,2,4,0,0,0,0,6,6,5,6
22400136,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,120,43,24,19,13,1,11,25,2,0,2,1,5,6,5,6
22400136,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,112,37,20,17,9,1,3,6,4,3,7,1,1,2,1,2
22400134,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,98,57,34,23,11,1,13,28,3,2,5,0,6,6,4,6
22400134,1610612752,New York,Knicks,NYK,knicks,240.000000:00,128,46,23,23,20,0,14,30,4,5,9,3,8,11,8,11
22400146,1610612759,San Antonio,Spurs,SAS,spurs,240.000000:00,113,26,16,10,15,0,14,32,1,2,3,0,2,2,1,2
22400146,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,103,37,17,20,15,0,9,24,0,0,0,0,2,2,1,2
22400145,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,113,35,23,12,12,0,5,15,0,2,2,1,3,4,2,4
22400145,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,114,36,25,11,8,3,11,28,3,1,4,0,3,3,1,3
22400143,1610612761,Toronto,Raptors,TOR,raptors,265.000000:00,131,36,24,12,20,0,6,15,2,1,3,2,0,2,2,2
22400143,1610612758,Sacramento,Kings,SAC,kings,265.000000:00,128,29,23,6,21,0,11,26,0,0,0,1,2,3,3,3
22400149,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,103,51,35,16,10,0,7,17,1,0,1,0,4,4,3,4
22400149,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,97,40,23,17,14,0,3,8,0,1,1,0,0,0,0,0
22400144,1610612745,Houston,Rockets,HOU,rockets,265.000000:00,121,41,27,14,25,0,1,2,0,0,0,0,5,5,2,5
22400144,1610612744,Golden State,Warriors,GSW,warriors,265.000000:00,127,63,36,27,15,2,4,10,1,0,1,1,7,8,3,8
22400150,1610612746,LA,Clippers,LAC,clippers,240.000000:00,92,46,22,24,15,0,6,13,3,5,8,1,3,3,2,4
22400150,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,105,42,20,22,22,1,5,11,2,5,7,0,4,4,1,4
22400148,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,129,22,10,12,24,0,7,18,0,5,5,2,2,4,4,6
22400148,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,103,33,27,6,17,0,7,20,3,1,4,0,7,7,1,10
22400142,1610612755,Philadelphia,76ers,PHI,sixers,240.000000:00,107,36,27,9,10,0,7,18,3,2,5,2,8,10,6,10
22400142,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,124,49,26,23,12,0,2,4,3,3,6,2,8,10,6,10
22400141,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,103,32,14,18,21,1,8,18,4,3,7,1,7,7,2,8
22400141,1610612738,Boston,Celtics,BOS,celtics,240.000000:00,113,44,28,16,12,0,7,19,6,3,9,0,7,7,2,7
22400153,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,108,35,21,14,14,0,4,8,0,1,1,0,5,5,2,5
22400153,1610612753,Orlando,Magic,ORL,magic,240.000000:00,85,48,30,18,19,1,5,11,1,1,2,0,5,5,3,5
22400151,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,92,28,15,13,20,0,7,14,2,3,5,1,3,4,2,4
22400151,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,106,40,21,19,12,0,4,9,5,2,7,2,1,3,3,3
22400152,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,111,29,10,19,15,0,11,28,3,3,6,3,4,7,4,7
22400152,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,126,38,24,14,19,1,6,16,3,4,7,0,3,3,0,3
22400165,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,127,30,18,12,8,0,3,8,2,0,2,1,2,3,2,3
22400165,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,134,28,16,12,9,0,6,14,2,0,2,0,5,5,4,5
22400166,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,121,43,29,14,16,0,6,13,0,1,1,3,0,3,3,3
22400166,1610612761,Toronto,Raptors,TOR,raptors,240.000000:00,119,44,30,14,23,2,9,21,0,3,3,1,2,3,1,3
22400167,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,118,27,11,16,8,0,10,21,2,1,3,0,2,2,1,2
