gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,distance,reboundChancesOffensive,reboundChancesDefensive,reboundChancesTotal,touches,secondaryAssists,freeThrowAssists,passes,assists,contestedFieldGoalsMade,contestedFieldGoalsAttempted,contestedFieldGoalPercentage,uncontestedFieldGoalsMade,uncontestedFieldGoalsAttempted,uncontestedFieldGoalsPercentage,fieldGoalPercentage,defendedAtRimFieldGoalsMade,defendedAtRimFieldGoalsAttempted,defendedAtRimFieldGoalPercentage
22400022,1610612766,Charlotte,Hornets,CHA,hornets,240:00,18.21,25,56,79,382,2,4,257,25,10,29,0.345,28,53,0.528,0.463,19,31,0.613
22400021,1610612738,Boston,Celtics,BOS,celtics,240:00,17.26,24,47,70,386,4,2,271,32,11,26,0.423,33,60,0.55,0.512,20,27,0.741
22400021,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,17.83,25,50,72,345,4,2,229,30,20,35,0.571,26,58,0.448,0.495,13,26,0.5
22400255,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,19.17,23,60,82,436,4,2,312,29,11,26,0.423,30,59,0.508,0.482,15,26,0.577
22400255,1610612755,Philadelphia,76ers,PHI,sixers,240:00,18.43,28,57,85,390,6,6,268,21,16,32,0.5,23,55,0.418,0.448,9,16,0.563
22400253,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,17.8,16,54,69,397,4,2,287,30,18,27,0.667,26,53,0.491,0.55,9,14,0.643
22400253,1610612741,Chicago,Bulls,CHI,bulls,240:00,18.16,19,42,57,422,5,0,305,25,8,17,0.471,33,71,0.465,0.466,20,26,0.769
22400254,1610612745,Houston,Rockets,HOU,rockets,240:00,19.16,30,50,77,404,3,5,267,25,22,46,0.478,25,56,0.446,0.461,28,35,0.8
22400254,1610612754,Indiana,Pacers,IND,pacers,240:00,19.87,12,57,65,424,1,3,304,19,21,36,0.583,23,47,0.489,0.53,21,36,0.583
22400256,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,18.08,35,55,85,443,2,2,316,24,18,35,0.514,22,56,0.393,0.44,15,28,0.536
22400256,1610612757,Portland,Trail Blazers,POR,blazers,240:00,18.35,34,59,92,390,2,4,266,18,15,34,0.441,17,45,0.378,0.405,18,29,0.621
22400257,1610612756,Phoenix,Suns,PHX,suns,240:00,18.03,18,42,59,429,4,2,309,30,13,26,0.5,31,65,0.477,0.489,18,23,0.783
22400257,1610612752,New York,Knicks,NYK,knicks,240:00,18.06,15,50,62,389,6,2,268,30,20,27,0.741,30,59,0.508,0.581,13,17,0.765
22400258,1610612744,Golden State,Warriors,GSW,warriors,240:00,20.03,30,69,96,508,8,3,373,36,18,41,0.439,29,60,0.483,0.465,11,28,0.393
22400258,1610612737,Atlanta,Hawks,ATL,hawks,240:00,19.44,38,65,99,449,4,4,308,27,14,44,0.318,21,61,0.344,0.333,27,40,0.675
22400259,1610612746,LA,Clippers,LAC,clippers,240:00,17.46,28,46,73,391,2,1,270,22,14,37,0.378,23,39,0.59,0.494,17,25,0.68
22400259,1610612753,Orlando,Magic,ORL,magic,240:00,17.49,19,44,62,365,0,1,257,21,12,21,0.571,21,54,0.389,0.44,13,22,0.591
22400252,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,17.82,30,52,77,396,3,0,278,29,22,35,0.629,27,58,0.466,0.527,19,39,0.487
22400252,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,18.33,30,49,78,410,3,3,288,23,21,41,0.512,18,51,0.353,0.424,19,28,0.679
22400260,1610612766,Charlotte,Hornets,CHA,hornets,265:00,20.1,22,61,81,423,4,0,289,23,17,32,0.531,27,61,0.443,0.473,13,24,0.542
22400260,1610612765,Detroit,Pistons,DET,pistons,265:00,19.8,36,50,84,424,6,1,285,30,14,32,0.438,28,67,0.418,0.424,13,18,0.722
22400262,1610612759,San Antonio,Spurs,SAS,spurs,240:00,18.43,22,67,88,420,4,6,298,32,20,35,0.571,21,53,0.396,0.466,22,35,0.629
22400262,1610612762,Utah,Jazz,UTA,jazz,240:00,19.13,36,57,88,457,4,2,327,22,17,36,0.472,24,62,0.387,0.418,23,33,0.697
22400261,1610612761,Toronto,Raptors,TOR,raptors,240:00,18.82,23,63,82,409,0,6,291,22,13,29,0.448,24,43,0.558,0.514,17,23,0.739
22400261,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,18.31,29,46,68,392,2,2,271,16,15,26,0.577,18,54,0.333,0.413,22,27,0.815
22400263,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,17.47,20,55,72,414,4,2,296,21,19,36,0.528,25,51,0.49,0.506,21,30,0.7
22400263,1610612753,Orlando,Magic,ORL,magic,240:00,18.01,40,54,90,377,3,3,259,31,19,39,0.487,24,52,0.462,0.473,21,27,0.778
22400028,1610612764,Washington,Wizards,WAS,wizards,240:00,18.34,31,60,86,388,2,2,259,19,21,42,0.5,18,48,0.375,0.433,13,20,0.65
22400028,1610612738,Boston,Celtics,BOS,celtics,240:00,17.74,25,59,83,394,3,3,268,22,14,21,0.667,22,64,0.344,0.424,18,32,0.563
22400027,1610612755,Philadelphia,76ers,PHI,sixers,240:00,17.73,31,48,79,393,3,3,278,25,13,31,0.419,28,61,0.459,0.446,17,19,0.895
22400027,1610612751,Brooklyn,Nets,BKN,nets,240:00,18.23,27,56,82,416,1,1,300,28,15,25,0.6,24,54,0.444,0.494,16,33,0.485
22400030,1610612741,Chicago,Bulls,CHI,bulls,240:00,19.12,17,65,79,455,6,4,331,36,20,30,0.667,29,56,0.518,0.57,24,40,0.6
22400030,1610612737,Atlanta,Hawks,ATL,hawks,240:00,19.46,32,41,73,473,5,4,332,32,19,45,0.422,30,62,0.484,0.458,19,26,0.731
22400031,1610612745,Houston,Rockets,HOU,rockets,240:00,18.2,36,73,106,380,4,2,247,27,17,40,0.425,25,53,0.472,0.452,15,26,0.577
22400031,1610612757,Portland,Trail Blazers,POR,blazers,240:00,18.82,39,56,91,421,4,1,295,17,15,38,0.395,15,53,0.283,0.33,22,35,0.629
22400032,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,18.71,35,55,86,468,3,1,344,28,14,26,0.538,27,66,0.409,0.446,19,30,0.633
22400032,1610612744,Golden State,Warriors,GSW,warriors,240:00,18.78,39,60,92,433,7,3,311,27,17,34,0.5,22,53,0.415,0.448,15,21,0.714
22400029,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,18.25,24,56,77,421,3,3,298,33,12,30,0.4,36,60,0.6,0.533,22,35,0.629
22400029,1610612754,Indiana,Pacers,IND,pacers,240:00,18.94,26,51,75,452,6,3,324,30,13,33,0.394,30,58,0.517,0.473,16,27,0.593
22400033,1610612743,Denver,Nuggets,DEN,nuggets,240:00,17.55,27,54,80,461,5,9,334,33,23,45,0.511,20,45,0.444,0.478,22,34,0.647
22400033,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,17.68,34,64,92,398,4,5,274,24,26,45,0.578,20,46,0.435,0.505,19,32,0.594
22400034,1610612746,LA,Clippers,LAC,clippers,240:00,17.87,36,63,94,404,2,2,284,27,14,32,0.438,25,62,0.403,0.415,13,24,0.542
22400034,1610612758,Sacramento,Kings,SAC,kings,240:00,18.28,23,69,92,403,2,2,284,19,13,29,0.448,19,53,0.358,0.386,19,27,0.704
22400266,1610612741,Chicago,Bulls,CHI,bulls,240:00,18.97,21,43,62,431,1,0,306,29,22,40,0.55,27,57,0.474,0.505,23,29,0.793
22400266,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,19.96,29,58,84,443,8,2,322,38,19,33,0.576,36,63,0.571,0.573,22,36,0.611
22400265,1610612753,Orlando,Magic,ORL,magic,240:00,17.82,32,52,82,415,1,5,292,25,17,34,0.5,23,53,0.434,0.46,12,21,0.571
22400265,1610612765,Detroit,Pistons,DET,pistons,240:00,17.75,23,52,74,361,1,2,247,16,17,37,0.459,18,38,0.474,0.467,20,29,0.69
22400269,1610612759,San Antonio,Spurs,SAS,spurs,240:00,18.19,26,67,89,417,4,3,305,29,12,17,0.706,26,68,0.382,0.447,17,33,0.515
22400269,1610612744,Golden State,Warriors,GSW,warriors,240:00,18.43,40,57,95,472,9,1,349,29,14,38,0.368,22,57,0.386,0.379,16,19,0.842
22400267,1610612745,Houston,Rockets,HOU,rockets,240:00,18.27,30,67,96,387,2,2,258,17,14,36,0.389,18,54,0.333,0.356,13,29,0.448
22400267,1610612757,Portland,Trail Blazers,POR,blazers,240:00,18.52,41,68,108,379,1,4,246,16,13,35,0.371,21,54,0.389,0.378,15,28,0.536
22400270,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,17.65,21,35,51,430,6,1,313,27,14,23,0.609,25,65,0.385,0.443,25,31,0.806
22400270,1610612743,Denver,Nuggets,DEN,nuggets,240:00,17.63,13,61,73,425,2,5,304,37,22,31,0.71,28,51,0.549,0.61,17,23,0.739
22400264,1610612762,Utah,Jazz,UTA,jazz,240:00,18.53,25,70,95,426,3,2,300,30,17,41,0.415,27,46,0.587,0.506,12,23,0.522
22400264,1610612752,New York,Knicks,NYK,knicks,240:00,17.79,24,48,71,405,1,2,278,25,9,26,0.346,30,74,0.405,0.39,19,33,0.576
22400271,1610612738,Boston,Celtics,BOS,celtics,240:00,17.19,20,57,74,394,7,3,287,25,9,18,0.5,28,69,0.406,0.425,19,25,0.76
22400271,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,17.92,29,56,83,368,1,1,253,19,19,33,0.576,18,55,0.327,0.42,11,17,0.647
22400275,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,18.57,28,66,89,419,5,1,289,27,21,39,0.538,27,58,0.466,0.495,17,30,0.567
22400275,1610612761,Toronto,Raptors,TOR,raptors,240:00,19.01,42,62,102,433,2,3,297,22,14,35,0.4,23,57,0.404,0.402,22,33,0.667
22400276,1610612758,Sacramento,Kings,SAC,kings,240:00,18.17,26,48,70,417,3,1,297,21,19,33,0.576,18,44,0.409,0.481,11,16,0.688
22400276,1610612751,Brooklyn,Nets,BKN,nets,240:00,18.23,16,44,56,405,4,1,298,24,14,27,0.519,22,48,0.458,0.48,17,25,0.68
22400274,1610612755,Philadelphia,76ers,PHI,sixers,240:00,18.22,31,42,69,435,2,1,312,22,11,28,0.393,23,58,0.397,0.395,25,33,0.758
22400274,1610612746,LA,Clippers,LAC,clippers,240:00,17.72,22,65,86,388,5,4,276,31,17,27,0.63,30,54,0.556,0.58,21,28,0.75
22400284,1610612744,Golden State,Warriors,GSW,warriors,240:00,18.54,34,50,79,445,2,1,315,32,18,36,0.5,27,56,0.482,0.484,10,20,0.5
22400284,1610612751,Brooklyn,Nets,BKN,nets,240:00,18.95,19,62,78,411,6,1,295,23,13,30,0.433,28,52,0.538,0.494,22,32,0.688
22400285,1610612758,Sacramento,Kings,SAC,kings,240:00,18.39,27,39,64,410,4,2,293,24,23,39,0.59,19,48,0.396,0.483,16,21,0.762
22400285,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,18.43,33,52,83,399,1,1,282,28,20,33,0.606,28,53,0.528,0.558,18,24,0.75
22400283,1610612743,Denver,Nuggets,DEN,nuggets,240:00,17.67,20,42,61,411,2,4,289,23,16,38,0.421,25,54,0.463,0.446,24,26,0.923
22400283,1610612752,New York,Knicks,NYK,knicks,240:00,18.02,20,58,78,433,5,1,315,45,25,33,0.758,31,59,0.525,0.609,18,29,0.621
22400279,1610612754,Indiana,Pacers,IND,pacers,240:00,18.79,19,49,65,479,6,2,360,30,14,27,0.519,29,64,0.453,0.473,22,26,0.846
22400279,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,18.68,23,60,81,403,3,5,288,35,16,29,0.552,29,58,0.5,0.517,20,28,0.714
22400282,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,19.38,32,85,114,414,8,2,284,35,20,38,0.526,24,48,0.5,0.494,17,37,0.459
22400282,1610612757,Portland,Trail Blazers,POR,blazers,240:00,19.3,38,55,92,440,3,4,311,22,19,47,0.404,14,54,0.259,0.333,24,33,0.727
22400280,1610612737,Atlanta,Hawks,ATL,hawks,240:00,18.66,21,51,72,411,4,2,280,32,24,46,0.522,24,55,0.436,0.475,19,28,0.679
22400280,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,18.22,22,71,93,397,3,3,269,24,15,33,0.455,32,61,0.525,0.5,24,42,0.571
22400278,1610612765,Detroit,Pistons,DET,pistons,240:00,17.2,16,63,77,385,2,2,274,27,10,18,0.556,23,56,0.411,0.447,18,35,0.514
22400278,1610612761,Toronto,Raptors,TOR,raptors,240:00,17.73,37,49,84,423,5,1,293,26,19,47,0.404,20,55,0.364,0.394,14,20,0.7
22400039,1610612756,Phoenix,Suns,PHX,suns,240:00,18.36,20,53,73,412,4,0,291,31,15,31,0.484,36,68,0.529,0.515,16,26,0.615
22400039,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,17.83,11,57,67,400,1,2,276,25,15,29,0.517,22,56,0.393,0.435,19,24,0.792
22400038,1610612762,Utah,Jazz,UTA,jazz,240:00,18.18,27,57,82,405,3,1,281,24,19,33,0.576,24,51,0.471,0.512,19,27,0.704
22400038,1610612759,San Antonio,Spurs,SAS,spurs,240:00,17.77,26,43,67,416,3,5,296,30,15,25,0.6,30,68,0.441,0.484,19,25,0.76
22400037,1610612750,Minnesota,Timberwolves,MIN,timberwolves,265:00,20.02,38,62,100,404,5,1,275,21,24,47,0.511,18,51,0.353,0.429,15,29,0.517
22400037,1610612745,Houston,Rockets,HOU,rockets,265:00,19.72,24,66,89,433,2,2,306,31,10,31,0.323,35,68,0.515,0.455,22,32,0.688
22400036,1610612748,Miami,Heat,MIA,heat,240:00,17.51,24,47,70,380,4,2,273,26,18,33,0.545,17,44,0.386,0.455,8,16,0.5
22400036,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,17.05,16,46,59,389,3,0,284,23,4,19,0.211,32,58,0.552,0.468,17,30,0.567
22400035,1610612764,Washington,Wizards,WAS,wizards,240:00,19.31,29,50,77,423,3,2,301,27,13,29,0.448,26,62,0.419,0.429,20,34,0.588
22400035,1610612741,Chicago,Bulls,CHI,bulls,240:00,18.75,22,69,86,448,4,1,325,29,24,39,0.615,23,55,0.418,0.5,16,26,0.615
22400291,1610612764,Washington,Wizards,WAS,wizards,240:00,19.28,30,48,75,432,2,3,305,21,18,33,0.545,17,52,0.327,0.412,25,32,0.781
22400291,1610612746,LA,Clippers,LAC,clippers,240:00,18.43,25,55,80,390,3,1,264,27,27,45,0.6,18,44,0.409,0.506,14,25,0.56
22400286,1610612766,Charlotte,Hornets,CHA,hornets,240:00,18.8,37,55,90,413,2,1,286,22,9,23,0.391,28,75,0.373,0.378,14,21,0.667
22400286,1610612748,Miami,Heat,MIA,heat,240:00,18.46,16,74,89,397,0,3,283,21,13,26,0.5,20,47,0.426,0.452,9,17,0.529
22400288,1610612754,Indiana,Pacers,IND,pacers,240:00,18.22,37,52,86,408,5,3,283,27,17,38,0.447,29,56,0.518,0.489,18,29,0.621
22400288,1610612757,Portland,Trail Blazers,POR,blazers,240:00,18.25,35,50,83,415,6,0,286,31,15,34,0.441,29,53,0.547,0.506,18,31,0.581
22400293,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,19.54,19,53,70,425,6,0,299,31,21,33,0.636,30,60,0.5,0.548,17,26,0.654
22400293,1610612765,Detroit,Pistons,DET,pistons,240:00,19.4,20,49,65,408,2,3,286,24,20,39,0.513,20,46,0.435,0.471,16,20,0.8
22400294,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,18.18,15,56,70,394,4,4,281,25,6,14,0.429,27,60,0.45,0.446,25,36,0.694
22400294,1610612758,Sacramento,Kings,SAC,kings,240:00,18.36,39,51,88,421,2,2,292,28,20,34,0.588,26,60,0.433,0.489,9,16,0.563
22400299,1610612744,Golden State,Warriors,GSW,warriors,240:00,18.69,39,65,99,503,4,3,373,25,14,39,0.359,21,59,0.356,0.357,15,20,0.75
22400299,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,18.69,31,87,113,407,3,1,285,26,17,29,0.586,22,56,0.393,0.459,14,25,0.56
22400297,1610612756,Phoenix,Suns,PHX,suns,240:00,18.2,15,46,61,393,5,1,275,25,17,26,0.654,24,51,0.471,0.532,17,24,0.708
22400297,1610612751,Brooklyn,Nets,BKN,nets,240:00,19.1,18,45,61,450,5,3,324,32,15,28,0.536,29,59,0.492,0.506,18,23,0.783
22400298,1610612762,Utah,Jazz,UTA,jazz,240:00,17.53,44,40,82,462,5,2,338,25,12,34,0.353,26,56,0.464,0.422,22,30,0.733
22400298,1610612743,Denver,Nuggets,DEN,nuggets,240:00,16.81,24,55,74,396,3,3,280,30,16,27,0.593,30,57,0.526,0.548,13,18,0.722
22400292,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,17.84,19,54,72,406,2,3,288,27,23,37,0.622,25,48,0.521,0.565,21,28,0.75
22400292,1610612752,New York,Knicks,NYK,knicks,240:00,18.17,24,48,70,386,1,0,269,20,18,33,0.545,22,53,0.415,0.465,15,21,0.714
22400295,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,18.17,32,63,86,400,4,2,278,24,16,36,0.444,19,53,0.358,0.387,20,27,0.741
22400295,1610612761,Toronto,Raptors,TOR,raptors,240:00,18.53,29,72,90,428,3,2,303,38,13,26,0.5,33,67,0.493,0.495,17,30,0.567
22400289,1610612753,Orlando,Magic,ORL,magic,240:00,18.8,18,47,63,425,2,0,303,30,21,34,0.618,25,56,0.446,0.511,20,28,0.714
22400289,1610612741,Chicago,Bulls,CHI,bulls,240:00,18.51,18,48,66,396,4,1,275,30,21,33,0.636,25,54,0.463,0.529,22,25,0.88
22400290,1610612755,Philadelphia,76ers,PHI,sixers,265:00,20.05,37,57,92,445,4,3,312,19,24,51,0.471,19,45,0.422,0.448,24,38,0.632
22400290,1610612745,Houston,Rockets,HOU,rockets,265:00,19.35,39,74,109,411,1,3,272,23,12,34,0.353,28,54,0.519,0.455,22,34,0.647
22400296,1610612759,San Antonio,Spurs,SAS,spurs,240:00,17.8,22,43,65,448,5,2,324,26,13,27,0.481,23,58,0.397,0.424,21,26,0.808
22400296,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,17.37,21,59,80,413,6,1,289,31,23,36,0.639,25,54,0.463,0.533,18,29,0.621
22400272,1610612754,Indiana,Pacers,IND,pacers,240:00,18.8,25,48,70,471,4,2,353,31,17,36,0.472,24,50,0.48,0.477,12,19,0.632
22400272,1610612764,Washington,Wizards,WAS,wizards,240:00,18.77,21,61,79,402,1,1,281,24,12,23,0.522,24,56,0.429,0.456,22,32,0.688
22400273,1610612748,Miami,Heat,MIA,heat,265:00,20.47,31,70,96,452,4,3,317,27,22,52,0.423,24,55,0.436,0.43,22,30,0.733
22400273,1610612742,Dallas,Mavericks,DAL,mavericks,265:00,19.93,27,79,104,438,3,0,303,29,23,49,0.469,21,56,0.375,0.419,20,33,0.606
22400281,1610612738,Boston,Celtics,BOS,celtics,240:00,16.97,19,62,80,361,5,2,248,33,18,30,0.6,27,58,0.466,0.511,16,32,0.5
22400281,1610612746,LA,Clippers,LAC,clippers,240:00,17.51,25,61,82,377,1,1,262,18,15,37,0.405,24,53,0.453,0.433,17,23,0.739
22400268,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,17.89,25,62,84,374,3,1,251,20,14,35,0.4,29,54,0.537,0.483,11,21,0.524
22400268,1610612766,Charlotte,Hornets,CHA,hornets,240:00,18.6,35,57,92,404,3,2,274,22,11,36,0.306,30,64,0.469,0.41,11,19,0.579
22400277,1610612766,Charlotte,Hornets,CHA,hornets,240:00,18.2,31,67,96,379,0,2,255,14,14,31,0.452,17,44,0.386,0.413,14,23,0.609
22400277,1610612753,Orlando,Magic,ORL,magic,240:00,17.83,38,49,86,388,5,1,264,21,17,33,0.515,20,61,0.328,0.394,12,21,0.571
22400287,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,19.06,29,46,75,415,5,3,283,31,22,34,0.647,22,61,0.361,0.463,14,28,0.5
22400287,1610612737,Atlanta,Hawks,ATL,hawks,240:00,19.2,29,67,92,433,3,0,302,39,11,31,0.355,35,66,0.53,0.474,19,29,0.655
22400048,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,17.05,15,62,74,396,4,2,285,25,10,19,0.526,23,54,0.426,0.452,12,26,0.462
22400048,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,18.23,31,48,77,414,0,2,295,20,12,32,0.375,26,61,0.426,0.409,9,14,0.643
22400049,1610612757,Portland,Trail Blazers,POR,blazers,240:00,18.54,18,49,64,430,4,1,309,27,22,33,0.667,24,57,0.421,0.511,13,16,0.813
22400049,1610612758,Sacramento,Kings,SAC,kings,240:00,18.4,24,51,74,405,3,6,289,29,13,20,0.65,22,58,0.379,0.449,20,28,0.714
22400045,1610612754,Indiana,Pacers,IND,pacers,240:00,18.62,15,44,59,430,5,1,311,23,16,31,0.516,25,54,0.463,0.482,20,25,0.8
22400045,1610612765,Detroit,Pistons,DET,pistons,240:00,18.54,18,50,66,416,4,5,298,35,19,29,0.655,29,54,0.537,0.578,14,24,0.583
22400046,1610612748,Miami,Heat,MIA,heat,240:00,18.85,18,34,51,471,3,1,348,32,15,31,0.484,28,63,0.444,0.457,27,34,0.794
22400046,1610612761,Toronto,Raptors,TOR,raptors,240:00,19.28,18,58,74,435,2,4,310,34,23,36,0.639,20,44,0.455,0.538,13,22,0.591
22400044,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,17.85,24,54,76,418,4,1,304,25,12,26,0.462,19,49,0.388,0.413,12,22,0.545
22400044,1610612746,LA,Clippers,LAC,clippers,240:00,17.2,25,50,74,357,1,1,244,20,16,38,0.421,20,46,0.435,0.429,11,18,0.611
22400043,1610612751,Brooklyn,Nets,BKN,nets,240:00,18.3,27,49,71,440,3,1,324,22,12,30,0.4,26,47,0.553,0.494,16,27,0.593
22400043,1610612753,Orlando,Magic,ORL,magic,240:00,18.21,23,48,71,379,5,2,256,29,19,36,0.528,25,47,0.532,0.53,12,23,0.522
22400041,1610612737,Atlanta,Hawks,ATL,hawks,240:00,18.68,22,65,85,411,4,2,282,33,15,31,0.484,29,54,0.537,0.518,20,31,0.645
22400041,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,18.42,22,45,65,411,5,5,283,21,19,36,0.528,19,57,0.333,0.409,17,23,0.739
22400040,1610612766,Charlotte,Hornets,CHA,hornets,240:00,18.08,35,50,83,406,5,2,287,25,11,25,0.44,24,64,0.375,0.404,14,28,0.5
22400040,1610612752,New York,Knicks,NYK,knicks,240:00,17.45,23,60,82,379,1,0,256,20,15,31,0.484,21,50,0.42,0.444,8,11,0.727
22400042,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,19.51,37,60,94,447,10,2,319,36,20,32,0.625,27,64,0.422,0.49,14,26,0.538
22400042,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,19.39,27,63,88,380,1,3,252,16,16,39,0.41,22,52,0.423,0.418,25,33,0.758
22400047,1610612741,Chicago,Bulls,CHI,bulls,240:00,18.22,15,58,70,428,7,2,310,28,22,29,0.759,26,64,0.406,0.516,20,28,0.714
22400047,1610612738,Boston,Celtics,BOS,celtics,240:00,18.01,21,63,82,403,2,2,274,24,20,32,0.625,29,66,0.439,0.5,19,25,0.76
